date,co2_ppm,ch4_ppb,n2o_ppb,anomaly,irradiance,co2,primary_energy_consumption,land_use_change_co2,time_since_baseline,co2_ppm_growth_rate,ch4_ppb_growth_rate,n2o_ppb_growth_rate,co2_ma_12,temp_ma_12
2019-01-01,411.03,1865.01,331.78,93.0,,37086.566,163694.609,4887.178,60.0,0.007056229327453201,0.005651027484052662,0.004024814646693908,408.955,85.66666666666667
2019-02-01,411.96,1865.03,331.75,95.0,,,,,60.0848733744011,0.008420640360325082,0.0053636500851714786,0.003478523895946717,409.2416666666666,86.58333333333333
2019-03-01,412.18,1866.3,331.66,117.0,,,,,60.16153319644079,0.006323396567299078,0.0050243138015153566,0.0029332607578094194,409.4575,89.0
2019-04-01,413.54,1865.33,331.62,101.0,,,,,60.24640657084189,0.007528322572786017,0.004626388185744901,0.0027516555290134637,409.715,90.08333333333333
2019-05-01,414.86,1861.96,331.64,86.0,,,,,60.328542094455855,0.008312269103636138,0.0039089669004857,0.0028424553976413858,410.0,90.5
2019-06-01,414.15,1858.57,331.73,90.0,,,,,60.41341546885695,0.007688751551132578,0.0036288036288036896,0.003114605382521951,410.2633333333333,91.66666666666667
2019-07-01,411.96,1857.99,331.84,94.0,,,,,60.49555099247091,0.007483492296405103,0.004834915226738179,0.003295540438397415,410.51833333333326,92.58333333333333
2019-08-01,410.17,1862.87,331.88,95.0,,,,,60.580424366872,0.00739267118577458,0.005901919068652228,0.0030222437137330527,410.76916666666665,94.0
2019-09-01,408.76,1870.79,331.93,93.0,,,,,60.6652977412731,0.007517685045968836,0.005552390269073282,0.0025673553219767165,411.0233333333333,95.08333333333333
2019-10-01,408.74,1875.42,332.08,100.0,,,,,60.747433264887064,0.006277850267116358,0.0051829023181027,0.00238461770654097,411.23583333333335,95.0
2019-11-01,410.47,1875.61,332.26,99.0,,,,,60.832306639288156,0.005536366086083211,0.005015405224380487,0.0023530831422708953,411.4241666666667,96.33333333333333
2019-12-01,411.97,1874.61,332.4,111.0,,,,,60.91444216290212,0.0065971119309991,0.004603380456801087,0.0021707670043413785,411.64916666666664,97.83333333333333
2020-01-01,413.59,1872.91,332.5,117.0,,35158.23,157993.891,4516.54,60.99931553730322,0.006228255845072139,0.004235902220363519,0.0021701127252999886,411.8625,99.83333333333333
2020-02-01,414.32,1872.3,332.56,124.0,,,,,61.08418891170431,0.005728711525390784,0.0038980606210088364,0.002441597588545674,412.05916666666667,102.25
2020-03-01,414.72,1874.37,332.63,118.0,,,,,61.163586584531146,0.006162356252122914,0.004324063655360755,0.0029246819031536475,412.2708333333333,102.33333333333333
2020-04-01,416.42,1875.78,332.71,112.0,,,,,61.24845995893224,0.006964259805581019,0.005602225879603129,0.003286894638441451,412.5108333333333,103.25
2020-05-01,417.28,1874.41,332.78,99.0,,,,,61.3305954825462,0.005833293159137831,0.006686502395325311,0.0034374623085273726,412.71250000000003,104.33333333333333
2020-06-01,416.58,1871.97,332.88,91.0,,,,,61.4154688569473,0.005867439333574698,0.007209844127474385,0.003466674705332684,412.91499999999996,104.41666666666667
2020-07-01,414.58,1871.47,333.02,89.0,,,,,61.497604380561256,0.006359840761239077,0.007255152072939142,0.003555930568948984,413.1333333333334,104.0
2020-08-01,412.75,1876.39,333.15,86.0,,,,,61.582477754962355,0.006290074847014715,0.007257618620730488,0.0038266843437386733,413.34833333333336,103.25
2020-09-01,411.5,1884.56,333.26,96.0,,,,,61.667351129363446,0.00670319992171442,0.007360526836256431,0.00400686891814539,413.57666666666665,103.5
2020-10-01,411.49,1889.99,333.42,87.0,,,,,61.74948665297741,0.006727993345402972,0.007768926427146994,0.004035172247651264,413.80583333333334,102.41666666666667
2020-11-01,413.1,1891.47,333.6,108.0,,,,,61.83436002737851,0.006407289205057509,0.008455915675433578,0.00403298621561432,414.02500000000003,103.16666666666667
2020-12-01,414.23,1890.97,333.76,80.0,,,,,61.91649555099247,0.005485836347306927,0.008727148580238042,0.004091456077015776,414.2133333333333,100.58333333333333
2021-01-01,415.49,1888.62,333.88,81.0,,36866.863,166043.5,4657.103,62.001368925393564,0.004593921516477861,0.008388016509068619,0.004150375939849571,414.37166666666667,97.58333333333333
2021-02-01,416.72,1886.66,333.96,64.0,,,,,62.08624229979466,0.0057926240586987365,0.007669711050579675,0.004209766658648029,414.57166666666666,92.58333333333333
2021-03-01,417.61,1887.99,334.01,89.0,,,,,62.16290212183436,0.006968557098765427,0.007266441524352185,0.0041487538706670435,414.8125,90.16666666666667
2021-04-01,419.01,1890.8,334.06,76.0,,,,,62.247775496235455,0.006219682051774589,0.008007335615050737,0.004057587688978348,415.02833333333336,87.16666666666667
2021-05-01,419.09,1891.28,334.1,79.0,,,,,62.32991101984942,0.004337615030674868,0.009000165385374626,0.003966584530320505,415.1791666666666,85.5
2021-06-01,418.93,1888.08,334.12,85.0,,,,,62.41478439425051,0.005641173364059782,0.008605907145947889,0.003725066089882212,415.375,85.0
2021-07-01,416.9,1885.99,334.15,92.0,,,,,62.496919917864474,0.005596024892662532,0.007758606870534868,0.0033931895982222127,415.5683333333333,85.25
2021-08-01,414.42,1892.32,334.23,81.0,,,,,62.58179329226557,0.004046032707450076,0.008489706297731159,0.003241782980639485,415.7075,84.83333333333333
2021-09-01,413.26,1902.43,334.41,92.0,,,,,62.666666666666664,0.00427703523693812,0.00948231948040923,0.0034507591670167592,415.8541666666667,84.5
2021-10-01,413.9,1907.92,334.63,98.0,,,,,62.74880219028063,0.005856764441420026,0.009486822681601614,0.003629056445324075,416.055,85.41666666666667
2021-11-01,414.97,1909.23,334.85,92.0,,,,,62.83367556468173,0.004526748971193317,0.00938952243493163,0.003747002398081456,416.2108333333333,84.08333333333333
2021-12-01,416.67,1907.95,335.05,88.0,,,,,62.91581108829569,0.005890447336021065,0.008979518448203772,0.003865052732502372,416.4141666666667,84.75
2022-01-01,418.13,1906.33,335.22,91.0,,37527.773,169061.531,4785.392,63.00068446269678,0.006353943536547169,0.009377217227393597,0.004013417994489066,416.63416666666666,85.58333333333333
2022-02-01,419.24,1906.42,335.31,89.0,,,,,63.08555783709788,0.006047225955077673,0.010473535242174092,0.004042400287459724,416.8441666666667,87.66666666666667
2022-03-01,418.76,1907.77,335.38,104.0,,,,,63.162217659137575,0.0027537654749645313,0.010476750406517077,0.004101673602586731,416.94,88.91666666666667
2022-04-01,420.19,1908.84,335.43,83.0,,,,,63.24709103353867,0.0028161619054438702,0.009540935053945487,0.004101059689876063,417.03833333333324,89.5
2022-05-01,420.97,1907.49,335.45,84.0,,,,,63.32922655715264,0.0044859099477441156,0.00857091493591633,0.004040706375336711,417.195,89.91666666666667
2022-06-01,420.94,1904.83,335.47,92.0,,,,,63.41409993155373,0.004797937602940783,0.008871446125164217,0.004040464503771268,417.3625,90.5
2022-07-01,418.85,1904.0,335.54,94.0,,,,,63.49623545516769,0.004677380666826769,0.009549361343379248,0.004159808469250459,417.52500000000003,90.66666666666667
2022-08-01,417.15,1908.32,335.63,94.0,,,,,63.58110882956879,0.006587519907340189,0.008455229559482635,0.004188732310085763,417.75250000000005,91.75
2022-09-01,415.91,1915.03,335.75,88.0,,,,,63.66598220396988,0.0064124280114215,0.006623108340385597,0.004007057205227094,417.97333333333336,91.41666666666667
2022-10-01,415.74,1919.46,335.92,97.0,,,,,63.748117727583846,0.00444551824112116,0.006048471634030772,0.0038550040343066083,418.1266666666667,91.33333333333333
2022-11-01,417.47,1922.21,336.12,73.0,,,,,63.832991101984945,0.006024531893871865,0.006798552295951721,0.003792743019262357,418.33500000000004,89.75
2022-12-01,418.99,1922.02,336.29,79.0,,,,,63.9151266255989,0.005567955456356355,0.007374407086139456,0.0037009401581853396,418.52833333333336,89.0
2023-01-01,419.47,1919.9,336.41,87.0,,38094.039,172238.781,4745.551,64.0,0.0032047449357857083,0.0071183897856090805,0.0035499075234175503,418.64000000000004,88.66666666666667
2023-02-01,420.31,1918.93,336.49,97.0,,,,,64.0848733744011,0.002552237381929112,0.006562037746141947,0.003519131549909016,418.7291666666667,89.33333333333333
2023-03-01,420.99,1918.73,336.53,123.0,,,,,64.1615331964408,0.005325245964275416,0.005744927323524385,0.003428946269902644,418.915,90.91666666666667
2023-04-01,423.31,1919.7,336.54,99.0,,,,,64.24640657084188,0.007425212403912473,0.005689319167662132,0.003309185224935174,419.175,92.25
2023-05-01,424.0,1919.12,336.54,94.0,,,,,64.32854209445586,0.007197662541273742,0.006097017546618844,0.003249366522581676,419.4275,93.08333333333333
2023-06-01,423.68,1915.05,336.56,108.0,,,,,64.41341546885695,0.006509241222026896,0.0053653081902322874,0.0032491728023369415,419.6558333333333,94.41666666666667
2023-07-01,421.83,1912.94,336.6,119.0,,,,,64.49555099247091,0.007114718873104886,0.004695378151260643,0.003159086845085479,419.9041666666667,96.5
2023-08-01,419.68,1916.7,336.65,119.0,,,,,64.58042436687201,0.006064964641016468,0.004391297057097399,0.003039060870601462,420.115,98.58333333333333
2023-09-01,418.5,1924.38,336.73,148.0,,,,,64.66529774127311,0.006227308792767561,0.004882430040260566,0.0029188384214446916,420.3308333333334,103.58333333333333
2023-10-01,418.82,1930.11,336.89,134.0,,,,,64.74743326488706,0.007408476451628454,0.005548435497483517,0.0028875922838769164,420.58750000000003,106.66666666666667
2023-11-01,420.46,1931.55,337.09,140.0,,,,,64.83230663928816,0.007162191295182696,0.004858990432887067,0.002885874092585894,420.83666666666664,112.25
2023-12-01,421.86,1931.15,337.3,135.0,,,,,64.91444216290212,0.006849805484617777,0.0047502107158095,0.0030033601950696376,421.0758333333333,116.91666666666667
2024-01-01,422.8,1928.22,337.46,125.0,,38598.578,176737.094,4585.508,64.99931553730322,0.007938589172050481,0.004333559039533252,0.003121191403346879,421.3533333333333,120.08333333333333
2024-02-01,424.55,1925.73,337.54,143.0,,,,,65.08418891170432,0.010087792343746349,0.0035436415085490225,0.003120449344705678,421.7066666666667,123.91666666666667
2024-03-01,425.38,1927.15,337.57,139.0,,,,,65.16358658453115,0.010427801135418857,0.0043883193570748436,0.0030903634148515824,422.0725,125.25
2024-04-01,426.51,1928.55,337.6,131.0,,,,,65.24845995893224,0.007559471781909188,0.00461009532739487,0.0031496998870861326,422.3391666666667,127.91666666666667
2024-05-01,426.9,1925.56,337.66,116.0,,,,,65.3305954825462,0.00683962264150928,0.003355704697986628,0.0033279847863552092,422.5808333333334,129.75
2024-06-01,426.91,1921.35,337.69,124.0,,,,,65.4154688569473,0.007623678247734134,0.003289731338607327,0.003357499405752362,422.84999999999997,131.08333333333334
2024-07-01,425.55,1920.39,337.66,120.0,,,,,65.49760438056126,0.008818718441078177,0.003894528840423739,0.0031491384432560388,423.16,131.16666666666666
2024-08-01,422.99,1924.85,337.62,130.0,,,,,65.58247775496235,0.007886961494471878,0.00425209996347875,0.002881330758948586,423.4358333333333,132.08333333333334
2024-09-01,422.03,1934.31,337.67,123.0,,,,,65.66735112936345,0.008434886499402605,0.005160103513858871,0.002791554064087043,423.72999999999996,130.0
2024-10-01,422.38,1940.75,337.85,134.0,,,,,65.74948665297741,0.00850007162981714,0.00551263917600564,0.0028495948232361012,424.02666666666664,130.0
2024-11-01,423.85,1940.0,338.08,129.0,,,,,65.83436002737851,0.008062598106835406,0.004374724961818233,0.0029369011243287613,424.30916666666667,129.08333333333334
2024-12-01,425.4,1937.41,338.29,126.0,,,,,65.91649555099247,0.008391409472336742,0.003241591797633614,0.0029350726356358603,424.6041666666667,128.33333333333334
2025-01-01,426.65,1935.39,338.44,137.0,,,,,66.00136892539356,0.009105960264900625,0.0037184553629772132,0.0029040478871571462,424.925,129.33333333333334
2025-02-01,427.09,1933.83,338.53,127.0,,,,,66.08624229979466,0.0059828053232833245,0.0042061971304387935,0.0029329857202107235,425.1366666666666,128.0
2025-03-01,428.15,1933.64,338.6,137.0,,,,,66.16290212183436,0.00651182472142553,0.0033676672806994823,0.0030512190064284628,425.3675,127.83333333333333
2025-04-01,429.64,1934.48,338.64,124.0,,,,,66.24777549623545,0.007338632153994107,0.0030748489798035905,0.0030805687203789844,425.6283333333333,127.25
2025-05-01,430.51,1933.03,338.64,107.0,,,,,66.32991101984942,0.008456312953853296,0.0038793909304306595,0.0029023277853461593,425.9291666666666,126.5
2025-06-01,429.61,1928.79,338.67,106.0,,,,,66.41478439425052,0.006324518048300476,0.0038722773050199333,0.0029020699458084387,426.1541666666667,125.0
2025-07-01,427.87,1926.54,338.77,102.0,,,,,66.49691991786447,0.005451768299847171,0.0032024744973675467,0.0032873304507492485,426.3475,123.5
2025-08-01,425.48,1930.61,338.88,117.0,,,,,66.58179329226557,0.005886663987328289,0.002992440969426191,0.003732006397725307,426.555,122.41666666666667
2025-09-01,424.37,1939.45,338.99,125.0,,,,,66.66666666666667,0.005544629528706491,0.0026572783059592986,0.003909142061776283,426.75,122.58333333333333
2025-10-01,424.87,1946.16,339.21,119.0,,,,,66.74880219028063,0.005895165490790388,0.0027875821203142692,0.004025455083616958,426.9575,121.33333333333333
2025-11-01,426.46,1945.85,339.46,120.0,,,,,66.83367556468173,0.006157838858086517,0.003015463917525718,0.0040818741126360525,427.17499999999995,120.58333333333333
2025-12-01,427.49,1945.85,339.46,107.0,,,,,66.91581108829568,0.004913023037141695,0.004356331390877433,0.003458571048508663,427.3491666666667,119.0
2026-01-01,428.62,1945.85,339.46,108.0,,,,,67.00068446269678,0.004617367865932254,0.005404595456212968,0.0030138281527005706,427.5133333333333,116.58333333333333
2026-02-01,429.35,1945.85,339.46,124.0,,,,,67.08555783709788,0.005291624716102117,0.006215644601645476,0.002747171594836617,427.7016666666666,116.33333333333333
2026-03-01,429.35,1945.85,339.46,128.0,,,,,67.16221765913758,0.0028027560434429333,0.006314515628555339,0.0025398700531600316,427.8016666666667,115.58333333333333
2026-04-01,429.35,1945.85,339.46,128.0,,,,,67.24709103353867,-0.0006749837072896891,0.005877548488482542,0.0024214505079140913,427.7775,115.91666666666667
2026-05-01,429.35,1945.85,339.46,128.0,,,,,67.32922655715264,-0.0026944786416109867,0.006632075032461993,0.0024214505079140913,427.68083333333334,117.66666666666667
2026-06-01,429.35,1945.85,339.46,128.0,,,,,67.41409993155374,-0.000605200065175393,0.008844923501262425,0.002332654206159246,427.65916666666664,119.5
2026-07-01,429.35,1945.85,339.46,128.0,,,,,67.49623545516769,0.00345899455442078,0.010023150310920048,0.0020367801163030386,427.7825,121.66666666666667
2026-08-01,429.35,1945.85,339.46,128.0,,,,,67.58110882956879,0.009095609664379056,0.007893878100703855,0.0017115203021718095,428.105,122.58333333333333
2026-09-01,429.35,1945.85,339.46,128.0,,,,,67.66598220396989,0.011735042533638218,0.003299904612132254,0.0013864715773326264,428.52000000000004,122.83333333333333
2026-10-01,429.35,1945.85,339.46,128.0,,,,,67.74811772758385,0.010544401817026428,-0.00015928803387188495,0.0007370065740985865,428.8933333333334,123.58333333333333
2026-11-01,429.35,1945.85,339.46,128.0,,,,,67.83299110198494,0.006776719973737411,0.0,0.0,429.1341666666667,124.25
2026-12-01,429.35,1945.85,339.46,128.0,,,,,67.9151266255989,0.00435097897026826,0.0,0.0,429.2891666666667,126.0
